rotation.x,rotation.y,rotation.z,timestamp
0,0,0,4.57816029
0,0,0,4.66407824
0,0,0,4.79674339
0,0,0,4.89787722
0,0,0,4.99772739
0,0,0,5.09672022
0,0,0,5.18444633
0,0,0,5.30566645
0,0,0,5.42506218
0,0,0,5.54524517
0,0,0,5.67792416
0,0,0,5.77738333
0,0,0,5.87635231
0,0,0,5.97761917
0,0,0,6.06338024
0,0,0,6.19620752
0,0,0,6.29611921
0,0,0,6.38415241
0,0,0,6.51797724
0,0,0,6.60391331
0,0,0,6.72505713
0,0,0,6.8575983
0,0,0,6.95748615
0,0,0,7.0566783
0,0,0,7.14930058
